element_idx,keywords,summarized_text
4,"global, context, factorization, window, word, model, bilinear, regression, matrix, log-","a new global logbilinear regression model combines the advantages of the two major model families in the literature: global matrix factorization and local context window methods . The model produces a vector space with meaningful substructure, as evidenced by its performance of 75% on a recent word analogy task ."
8,"word, vector, king, queen, queen-man","the analogy ""king is to queen as man is to woman"" should be encoded in the vector space by the vector equation king queen = man - woman . This evaluation scheme favors models that produce dimensions of meaning ."
9,"global, skip-gram, context, local, factorization, window, lsa, matrix","The two main model families for learning word vectors are: 1) global matrix factorization methods, such as latent semantic analysis and 2) local context window methods . Methods like skip-gram may do better on the analogy task, but they poorly utilize the statistics of the corpus since they train on separate local context windows instead of on"
10,"global, space, word, vector, regression, log-bilinear","In this work, we argue that global log-bilinear regression models are appropriate for doing so . We propose a specific weighted least squares model that trains on global word-word co-occurrence counts and thus makes efficient use of statistics ."
13,"word, low-rank, representations, low-dimensional, hal, approximations, lsa","Matrix Factorization Methods have roots stretching as far back as LSA . These methods use low-rank approximations to decompose large matrices that capture statistical information about a corpus . The particular type of information captured varies by application . In LSA, the matric"
14,"co-occurrence, matrix, similarity, hal","a main problem with HAL and related methods is that the most frequent words contribute a disproportionate amount to the similarity measure . The number of times two words co-occur with the or and, for example, will have a large effect on their similarity despite conveying relatively little about their semantic relatedness "
15,"shallow, context, win-, window-based, local, dows, word, representations, methods, vector",Bengio et al. introduced a model that learns word vector representations as part of a neural network architecture for language modeling . Collobert and Weston decoupled the word vector training from the downstream training objectives .
17,"skip-gram, bag-of-words, repre-, word, sentations, cbow, continuous","the skip-gram and continuous bag-of-words models of Mikolov et al. propose a simple single-layer architecture based on the inner product between two word vectors . Mnih and Kavukcuoglu also proposed closely-related vector log-bilinear models, v"
21,"representation, word, glove, global, vectors","The global corpus statistics are the primary source of information available to all unsupervised methods for learning word representations . The question remains as to how meaning is generated from these statistics, and how the resulting word vectors might represent that meaning ."
26,"phase, words, thermodynamic, co-occurrence, probabilities","The relationship of these words can be examined by studying the ratio of their co-occurrence probabilities with various probe words, k . For words k related to ice but not steam, say k = solid, we expect the ratio Pik /Pjk will be large ."
31,"a, context, and, between, word, f, homomorphism","the distinction between a word and a context word is arbitrary . To do so consistently, we must exchange W  w but also X - XT ."
35,"log(xik), +, xik), co-occurrence, log(1, lsa, matrix",the logarithm diverges whenever its argument is zero . We will use the resulting model as a baseline in our experiments . A main drawback to this model is that it weighs all co-occurrences equally .
44,"learning, window-based, word, vector, methods","Unsupervised methods for learning word vectors are ultimately based on the occurrence statistics of a corpus . Nevertheless, certain models remain somewhat opaque in this regard ."
50,"cross-entropy, eqn., skip-gram, model",this objective bears some formal resemblance to the weighted least squares objective of Eqn . it is possible to optimize the objective directly as opposed to the on-line training methods used in the skip-gram models .
51,"cross, entropy, error",cross entropy error is just one of many possible distance measures between probability distributions . It has the unfortunate property that distributions with long tails are often modeled poorly with too much weight given to the unlikely events . For the measure to be bounded it requires that the model distribution Q be properly normalized .
54,"skip-gram, xi, weighting, factor","Mikolov et al. observe that while weighting factor Xi is preordained by the on-line training method inherent to the skip-gram and ivLBL models, it is by no means guaranteed to be optimal . With this in mind, we introduce a more general weighting function, which we"
