element_idx,keywords,summarized_text
6,"of, language, evaluation, natural, human, llm, texts, pro-cessing, quality","Human evaluation is indispensable and inevitable for assessing the quality of texts generated by machine learning models or written by humans . However, human evaluation is very difficult to reproduce and its quality is notoriously unstable . Recently, large language models have demonstrated exceptional performance on unseen tasks when only the task instructions are provided . We present the L"
8,"nlp, evaluation, human, metrics",human evaluation is an important method to understand the performance of an NLP model or algorithm . Human evaluation is prevalent and indispensable in NLP . researchers use humans to rate the quality of output of NLP models .
9,"nlp, workforces, low-quality, evaluation, human, systems","Reproducibility is another issue in human evaluation since itis hard to recruit the same human evaluators and rerun the same evaluation . Even if the same workers are recruited, the workers that have already done the task are likely to produce a different evaluation result ."
10,"instructives, natural, llm, large, language, models","To resolve some of the drawbacks, we take advantage of large language models . The ability to perform a task just given the task instructions motivates us to ask if these LLMs can perform what humans do in human evaluation . To answer this question, we feed in the LLM with the same instruction, sample,"
20,"corpora, natural, llm, language, models","Large language models have bulk parameter sizes, typically on the scale of a few billion . These LLMs show exceptional performance on unseen tasks . This kind of ability is called zero-shot in-context learning ."
22,"feedback, human, llm",InstructGPT is fine-tuned from GPT-3 using reinforcement learning from human feedback . ChatGPT can interact with users in a conversational way . We ask whether LLMs can be used as an alternative to human evaluation .
25,"of, samples, the, llm, quality",Different tasks use different sets of task instructions . Each task uses different questions to evaluate the quality of samples . The instructions and questions used in LLM evaluation are not tailored for the LLMs .
26,"evaluation, human, llm","LLM evaluation compares results with human evaluation conducted by English teachers . To make a fair and meaningful comparison, the instructions, samples, and questions are formatted similarly to those in human evaluation . In human evaluation, the human evaluators answer the question by choosing the answer from a pre-defined set of options "
34,"human-written, generation, model, stories, gpt-2, sampling, nucleus","The story generation model is GPT-2 medium model fine-tuned on the WritingPrompts training dataset . After the model is trained, we randomly select 200 prompts from the testing set of Wri tingPromptes . For the human-written stories to be compared, we postprocess the human"
42,"instructgpt, openai, chatgpt, questions",We query the InstructGPT using the official API provided by OpenAI . We sample three answers from LLMs to stimulate the result of asking the model to rate the same story three times.
43,"human-written, amt, evaluation, human, stories","Karpinska et al. has already shown that the results obtained using AMT are highly questionable . We hire three certified English teachers using an online freelancer platform, UpWork . Each LLM and each English teacher rates the 200 human-written stories and 200 GPT-2-generated stories ."
47,"likability, evaluators, evaluation, human, llm, texts, model-generated","Human evaluation result serves as some kind of ground truth of the LLM evaluation . For all four attributes, teachers rate the humanwritten stories higher than GPT-2-generated stories . This indicates that experts are able to distinguish the quality difference between model-generated and human-written stories. Based on the IAA, we also find"
50,"re, model-generated, stories, relevance","Text-curie-001 do not rate humanwritten stories higher than model-generated stories . It can also be observed that for T0, the IAA in terms of the percentage of exact agreement among three different sampled answers is overall very low . The result implies that T0 does not assign a high probability to a"
51,"amt, text-curie-001, text-davinci-003",text-davinci-003 rates human-written stories much higher than model-generated stories on all four attributes . This is in accordance with the result produced by human experts .
53,"likability, rating, chatgpt","ChatGPT is able to provide a detailed explanation of why it gives a certain rating . It will reference the sentences in the stories and prompts to support its rating. In such cases, we regenerate the response until it gives the rating."
54,"explanation, rating, grammaticality, on, chatgpt",Experts mostly agree with the ratings and explanations of ChatGPT3 . We randomly select the answers on four stories by chatGPT and ask the English teachers if they agree with their reasoning and rating . One teacher told us she cannot agree with ChatGPt's rating on grammaticality . This shows that
55,"text-davinci-003, rating, chatgpt",text-davinci-003 tends to give higher ratings compared with human rating . ChatGPT is more fastidious and prone to give lower scores . The absolute number reflects the bias or belief of the evaluator.
61,"score, coefficient, t, text-davinci-003, inter-annotator, kendall's, correlation, agreement",We calculate Kendall's T correlation coefficient between the ratings of text-davinci-003 and English teachers . We choose to use the correlation coefficient instead of the inter-annotator agreement score because IAA mainly cares if two annotators agree on the exact ratings . For each story and each rating
62,"t, text-davinci-003, llm, kendall's, ratings","Kendall's T between teacher ratings and LLM ratings is shown in Table 2.4 . We find that for all four attributes and for both human-written and GPT-2-generated stories, we observe weak to strong positive correlations between teachers' ratings and text-davinci-003's ratings . All the"
64,"t, rating, grammaticality, kendall's","We also calculate the average Kendall's T between a pair of English teachers . We find a weak correlation on grammaticality between the rating of two teachers, while the correlation of the rating on relevance is much stronger."
66,"questions, task, llm, instructions",LLMs have been shown to be sensitive to the instructions used to query the LLM sometimes . We experiment with two different instructions by changing the instruction or question in Figure 1 . This is inspired by previous work that reported GPT-3 can yield different results when giving them a persona .
67,"human-written, gpt-2-generated, rates, llm, stories","the scores obtained from different instructions are less than 0.1 . For the other two attributes, the score changes are slightly larger but still in the range of 0.25 . Different instructions do not change the relative ranking of GPT-2-generated and human-written stories ."
71,"generating, answers, llm, sampling, nucleus","We must choose a set of hyperparameters for generation, including the temperature T and probability p used in nucleus sampling . To understand whether different sampling parameters change the LLM evaluation result, we modify the temperature used for sampling and keep the p in nucular sampling fixed to 0.9 when generating the answers from"
72,"rating, lower, score, llm, block",The results of varying T from 1 to 0 are shown in the lower block in Table 3 . The LLM consistently rates human-written stories higher than GPT-2-generated stories . This is expected since lower temperature means less diversity during the LLM sampling .
77,"substitution, testing, synonym, adversarial, attacks","A special type of adversarial attack is called synonym substitution attacks . By replacing words with their synonyms, the semantics of the benign sample should be preserved . In our experiment here, we would like to see if the LLMs can rate the quality of adversaries like human experts ."
81,"fluency, meaning, preservation, llm, sample, strong, base, adversarial","For each SSA, we randomly select 100 pairs of benign and adversarial samples and use LLMs to evaluate their quality . For fluency, we present the LLM with one news title and the following question: How natural and fluent is the text of the news title? The exact instruction and formatting are presented in Append"
84,"benign, fluency, samples, check, preserving, sanity, meaning","We ask the LLM to rate the meaning preserving of two benign samples that are exactly the same . The result of this sanity check is the entry with 1 in Table 4 which is a perfect 5.00 . ChatGPT often says that ""the two titles are identical SO I rate a 5"""
85,"chatgpt, text-davinci-003, adversarial, samples",ChatGPT tends to rate adversarial samples higher than English teachers . We conduct the same experiment using text-davinci-003 and find similar results .
86,"of, benign, activity, texts, quality, adversarial, chatgpt","ChatGPT rates PWWS to be more natural than Textfooler . Interestingly, we find that the rating difference is not seen in the expert human evaluation . Overall, LLM can rank the quality of adversarial texts like most human experts ."
90,"re-, cruitment, evaluation, platform, human, llm","LLM evaluation is more reproducible than human evaluation results . Human evaluation results are hard to reproduce as it is difficult to hire the same group of evaluators . On the contrary, LLM Evaluation does not have such a drawback ."
91,"of, rating, the, evaluation, current, human, llm, example",the evaluation of each sample is independent of each other in LLM evaluation . Humans tend to compare the current sample to the ones they have previously seen and this affects their ratings . The English teachers say it took them some time to calibrate their rating .
95,"llm, ethics, limitations","Limitations and Ethical Considerations of LLM evaluation . First, LLM may possess incorrect factual knowledge, SO it is not suitable to use them . Next, an LLM that is trained to be safe and non-harmful can result in LLMs preferring to generate more positive and upbeat responses ."
96,"evaluation, human, llm",LLM evaluation has the potential to transform the NLP community . Our paper's goal is not to replace human evaluation but to present an alternative option . Both human and human evaluation have their own advantages and disadvantages .
97,"content, inputs, llm, policy, 2023, cer-tain, acl","LLM may decline to assess certain inputs that violate the content policy of the LLM provider . 6We are the first to propose this idea since when we submitted this paper to ACL 2023 on January 13, 2023, we do not find any other paper that explores this idea ."
100,"pre-trained, openai, evaluation, llm, blog, language, models",ChatGPT sometimes generates answers that sound right and plausible but are totally nonsense . OpenAI admits that the model's response may be sensitive to the prompt used to query the model .
101,"tasks, openai, emotion-related, blog, emotion","Whether AI models have emotion is a philosophical question and is controversial . ChatGPT often replies ""I am an AI system and I do not have emotions like a human"" the results of using such models may be strongly challenged and violate research ethics ."
102,"llm, visual, cues","LLMs lack the ability to process visual cues in task instructions, unlike human evaluation . Human evaluators can use formattings such as special fonts or text styles to focus on important parts of instructions ."
104,"of, ethics, evaluation, human, llm",Is it ethical to replace human evaluation with LLM evaluation? Some may question if this paper is suggesting that LLMs are now ready to replace humans . We aim to offer an alternative option to human evaluation .
105,"evaluation, human, llm","Human evaluation is still essential as the ultimate goal of NLP systems is to be used by human users . We do not recommend that future researchers completely eliminate human evaluation; rather, we believe that human evaluation should be used in conjunction with LLM evaluation . Both methods have their own advantages and disadvantages, making them both necessary for evaluating"
106,"code, of, statements, board, ethics, ethical, review, acl","Ethical statements on the experiments in the paper All the experiments strictly follow the ACL Code of Ethics . We include the exact instructions and screenshots of the interface in the human evaluation, and we report how the evaluators are recruited ."
