element_idx,keywords,summarized_text
6,"mammo, th, math, problem-, mammoth-7b, model, mammoth, mammoth-34b","MAmmo TH models are trained on MathInstruct, our meticulously curated instruction tuning dataset . It is compiled from 13 math datasets with intermediate rationales . The hybrid of CoT and PoT also unleashes the potential of tool use ."
14,"open-source, reasoning, mathematical, models, llms","despite recent advances in this field, a noticeable gap exists between closed-source and open-source LLMs-closed-source models like GPT-4 , PaLM-2 , and Claude 2 dominate popular mathematical reasoning benchmarks such as GSM8K and MATH ."
15,gis,Current efforts to bridge this gap are twofold . Continued pre-training like Galactica and MINERVA . This approach improves a model's general scientific reasoning capability .
16,"capabilities, computation, precision, reasoning, mathematical","Existing methods primarily focus on Chain-of- Thought approaches to solve math problems through step-by-step natural language descriptions . This approach excels in its generality to cover most math subjects but struggles with computation precision, and complex mathematical or algorithmic reasoning procedures . PoT falls short in dealing with more abstract reasoning scenarios"
17,"ruct, mathinst",MathInstruct is based on seven existing math rationale datasets and six newly-curated datasets . We use MathInst ruct to fine-tune Llama models of different scales ranging from 7B to 70B .
18,"math, sets, test, mammoth, ood, open-source","We evaluate MAmmoTH on a spectrum of datasets, including in-domain test setsGSM8K , MATH , AQuA-RAT , NumGLUE . On the popular competition-level MATH dataset, our 7B model can beat WizardMath by 3.5x ."
19,"mammo, th-coder, th-","We present Math Instruct, a high-quality math instruction tuning dataset . From the data engineering perspective, we investigate the impact of various data sources and input-output formats through training and evaluating over 50 different models and baselines ."
26,"com-, plex, multi-hop, reasoning, mathematical",CoT prompting encourages LLMs to solve problems incrementally on a scratchpad . This approach enhances both accuracy and explainability in mathematical reasoning . Key breakthroughs have been made through PoT prompts and CoT .
29,"modelling, complexity, level, knowledge, gpt-4, gps, mathematical","We aim for a broad representation of different math fields and complexity levels in our dataset . This ensures exposure to a diverse set of mathematical knowledge, fostering versatility in our models . To rectify this, we use GPT-4 to synthesize CoT rationales for questions in TheoremQA and"
32,"gpt-4, hplc, ration","CoT and PoT Rationales: Contrary to previous work that focus on CoT, our dataset strategically combines both. This integration enhances the dataset's versatility, catering to different mathematical problem-solving approaches . To fill the gap, we use GPT-4 to supplement the PoT rationales for selected dataset"
33,"of, dataset, fields, core, quality, mathematical, instruction","Our instruction dataset, detailed in Table 1, encompasses 260K pairs . This dataset covers a wide range of core mathematical fields . It offers diversity in both language and difficulty levels ."
35,"thinst, alpaca-like, ruct, instruction, dataset, ma, mathinst","Unify all subsets in our MathInst ruct to conform to the structure of an Alpaca-like instruction dataset . We use a learning rate of 2e-5 for the 7B and 13B models, and 1e-5 in the 34B and 70B models ."
38,"commonsense, reasoning, mathematic","Our preliminary evaluation reveals that PoT generally outperforms CoT . However, PoT struggles with abstract reasoning scenarios . To further combine the power of both approaches, we introduce a simple hybrid decoding strategy: The model first attempts PoT prompting ."
42,mmlu-mat,"For the out-of-domain datasets, we consider GSM8K , MATH , AQuA-RAT , and NumGLUE . The selection of evaluation datasets includes math problems from elementary, high school, and college levels . Some of the datasets even include formal logic and commonsense"
49,"gps, gps8k","Llama Base: For the base models, we choose Code-Lama , CodeT5+ and CodeGen . We include Orca-Platypus , Vicuna-1.5 , Tulu , Platypus-2 and Guanaco ."
50,"code, mammo, th-coder, model, mammoth","All the 'Code Model' use PoT prompting to maximize performance . For GSM8K, MATH, AQuA, and NumGLUE, we will evaluate both 8-shot in-context-learning and zero-shot setups to report the highest score ."
52,"mammo, th-coder-34b","We report our in-domain and out-of-domain results in Table 3 and Table 4 respectively . In general, the performance gain for OOD datasets is more significant than IND datasets . These results show us the potential of our models as a mathematical generalist . On several datasets, MAmmo "
57,math-sft,Table 3: The table compiles all the in-domain evaluation results . Results marked as 1 are copied from other papers . Math-SFT? means whether the model has been instruction-tuned on any math reasoning datasets.
63,"mammoth, sota, open-source","WizardMath's results are highly competitive on these two datasets . The dataset-specific training can be detrimental to OOD datasets like AQuA . In contrast, Platypus fine-tunes LLMs on a wide range of text and math reasoning datasets."
