element_idx,keywords,summarized_text
3,"estimator, bound, gradient, variables, lower, stochastic, methods, latent, continuous","We introduce a stochastic variational inference and learning algorithm that scales to large datasets . First, we show that a reparameterization of the variational lower bound yields a lower bound estimator that can be straightforwardly optimized ."
5,"posterior, gradient, techniques, ascent, stochastic, approximate","the variational Bayesian approach involves the optimization of an approximation to the intractable posterior . The common mean-field approach requires analytical solutions of expectations w.r.t. the approximate posterior, which are also intracable in the general case ."
6,"purposes, vb, representation, model, recognition, auto-encoding, dataset","In the AEVB algorithm we make inference and learning especially efficient by using the SGVB estimator . The learned approximate posterior inference model can also be used for recognition, denoising, representation and visualization purposes ."
8,"graphical, estimator, bound, objective, lower, stochastic, models, function","The strategy in this section can be used to derive a lower bound estimator for a variety of directed graphical models with continuous latent variables . We will restrict ourselves here to the common case where we have an i.i.d. dataset with latent variable per datapoint, and where we like to perform maximum"
15,"x, discrete, z(i), value, variable, dataset","We assume that the data are generated by some random process, involving an unobserved continuous random variable Z . The process consists of two steps: a value z is generated from some prior distribution po* ."
17,"em, carlo, algorithm, monte, functions",Intractabilities appear in cases of moderately complicated likelihood functions pe . We have SO much data that batch optimization is too costly .
19,"x, map, ml, computer, natural, vision, value, process, estimation","The parameters can be of interest themselves, e.g. if we are analyzing some natural process . They also allow us to mimic the hidden random process and generate artificial data that resembles the real data ."
21,"posterior, model, true, recognition, approximate","a recognition model 9: an approximation to the intractable true posterior pe . Note that in contrast with the approximate posterior in mean-field variational inference, it is not necessarily factorial . Instead, we'll introduce a method for learning the recognition model parameters 0 jointly with the generative"
22,"x, coding, model, theory, recognition, datapoint","In a similar vein we will refer to pe as a probabilistic encoder, since given a datapoint x it produces a distribution over the possible corresponding values of x ."
27,"estimator, bound, gradient, carlo, lower, monte, w.r.t.",We want to differentiate and optimize the lower bound L . w.r.t. both the variational parameters O and generative parameters 0. This gradient estimator exhibits very high variance and is impractical for our purposes.
39,"中, kl-divergence, (3), eq., regularizing",KL-divergence term can then be interpreted as regularizing  . The SGVB estimator LB ) 12 L) can be used to estimate posterior eq .
41,"minibatch, analysis, optimization, stochastic","the minibatch XM = xN=1 is a randomly drawn sample of M datapoints from the full dataset X . In our experiments we found that the number of samples L per datapoint can be set to 1 . Derivatives  , L can be taken, and"
42,"pe(x@iz(iz(i), log, auto-encoder, pe(x@iz(iz(i)), function",function 9 is chosen so that it maps a datapoint x and a random noise vector E to a sample from the approximate posterior for that datapoint: z = 9 x . This term is a negative reconstruction error in auto-encoder parlance .
