element_idx,keywords,summarized_text
3,"pre-trained, analysis, generative, intelligence, artificial, models","Generative Artificial Intelligence has enabled the development of sophisticated models that are capable of producing high-caliber text, images, and other outputs . This paper proposes a novel evaluation framework, GPTSCORE, which utilizes emergent abilities of generative pre-trained models to score generated texts ."
5,"pre-trained, generative, gpt3, models","The advent of generative pre-trained models, such as GPT3 , has precipitated a shift from analytical AI to generative AI across multiple domains ."
12,"of, fig, text, 1-(a), aspect, evaluation, quality","Existing studies have examined multi-aspect evaluation but have not given adequate attention to the definition of the evaluation aspect . Instead, the evaluation of an aspect is either empirically bound with metric variants or learned by supervised signals . Recently proposed evaluation methods usually necessitate a complicated training procedure or costly manual annotation"
13,"evaluation, gpt-3, multi-aspect, challenges","in this paper, we demonstrated the talent of the super large pre-trained language model in achieving multiaspect, customized, and training-free evaluation ."
19,"pre-trained, likely, generation, model, gptscore, large, probability","""likely"" can be measured by the conditional generation probability . Each evaluation sample will be presented with the evaluated protocol with optionally moderate exemplar samples . a large generative pre-trained model will be used to calculate how likely the text could be generated ."
20,"gpt3-text-davinci-003, generative, pretraining, models",Evaluating texts with generative pre-training models can be more reliable when instructed by the definition of task and aspect . Different evaluation aspects exhibit certain correlations . Combining definitions with other highly correlated aspects can improve evaluation performance . The performance of GPT3-text-davinci-001 is inferior to
25,"metrics, summarization, text, aspect, evaluation, task",where h represents the text to be evaluated . a denotes the evaluation aspect . Function f could be instantiated as a human evaluation process .
27,"metrics, spearman, human, judgment, correlation, auto-, mated",Meta evaluation aims to evaluate the reliability of automated metrics by calculating how well automated scores correlate with human judgment using correlation functions g such as spearman correlation . Spearman correlation measures the monotonic relationship between two variables based on their ranked values .
30,"summarization, text, aggregation, evaluation, strategies","Evaluation strategies define different aggregation methods when we calculate correlation scores . suppose that for each source text Si, i E, there are J system outputs hi,j, where j E . fauto is an automatic scoring , function ."
37,"pre-trained, encoder-only, language, attention, bidirectional, models","Existing pre-trained language models could be classified into three categories . encoder-only models , RoBerta . that encode inputs with bidirectional attention; encoderdecoder models ."
39,"emergent, guage, abilities, long-term, lan-, lan-guage, models",Emergent Ability Recent works progressively reveal a variety of emergent abilities of generative pre-trained language models with appropriate tuning or prompting methods . It's the appearance of these abilities that allows us to re-invent a new way for text evaluation-evaluating from the textual description .
41,"pre-training, gptscore, generative, model","the core idea of GPTSCORE is that a generative pre-training model will assign a higher probability of high-quality generated text following a given instruction and context . In our method, the instruction is composed of the task description d and the aspect definition a. Specifically, suppose that the text to be"
48,"summarization, text, openai, pre-training, naturalinstruction","NaturalInstruction is the main training source for those instruction-based pre-train models . We use prompts from Naturalinstruction to evaluate the fluency of the text summarization task . The final prompt template is ""Generate a fluent and grammat ical summary"""
49,"metrics, reliability, gptscore, automated","Selection of Scoring Dimension GPTSCORE exhibits different variants in terms of diverse choices of texts being calculated . For example, given a generated hypothesis, we can calculate GTPSCORE either based on the source text . In this paper, we will detail this based upon different human judgment datasets in the experiment"
53,"datasets, di-, alogue, generation, evaluation, natural, language, response, aspects","To achieve a comprehensive evaluation, in this paper, we cover a broad range of natural language generation tasks . Tab. 8 summarizes the tasks, datasets, and evaluation aspects considered by each dataset ."
